"","INCIDENT_DATE","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENSE_CODE","OFFENSE_DESCRIPTION","LOCATION_ADDRESS","CITY","STATE","ZIP","LATITUDE","LONGITUDE","Location.1","ymd","month","year","wday","hour"
"17943","02-01-2018 09:50:00 AM","2018-013191","52","220","BURGLARY/B&E","2105 W 16TH ST","LITTLE ROCK","AR",72202,34.735739,-92.296846,"2105 W 16TH ST
LITTLE ROCK, AR 72202
(34.735739, -92.296846)","2018-02-01","Feb",2018,"Thu",9
"17946","01-25-2018 11:25:00 PM","2018-010592","52","13A","AGGRAVATED ASSAULT","2517 DR MARTIN LUTHER KING DR","LITTLE ROCK","AR",72206,34.724049,-92.289715,"2517 DR MARTIN LUTHER KING DR
LITTLE ROCK, AR 72206
(34.724049, -92.289715)","2018-01-25","Jan",2018,"Thu",23
"17949","01-29-2018 10:00:00 PM","2018-012253","90","240","MOTOR VEHICLE THEFT","4817 TIMBERLAND DR","LITTLE ROCK","AR",72204,34.702807,-92.38262,"4817 TIMBERLAND DR
LITTLE ROCK, AR 72204
(34.702807, -92.38262)","2018-01-29","Jan",2018,"Mon",22
"17950","02-03-2018 07:54:00 PM","2018-014214","41","220","BURGLARY/B&E","2002 CUMBERLAND ST","LITTLE ROCK","AR",72206,34.729532,-92.271252,"2002 CUMBERLAND ST
LITTLE ROCK, AR 72206
(34.729532, -92.271252)","2018-02-03","Feb",2018,"Sat",19
"17954","01-24-2018 02:00:00 PM","2018-009998","71","23D","THEFT FROM BUILDING","1502 GREEN MOUNTAIN DR","LITTLE ROCK","AR",72211,34.766082,-92.403385,"1502 GREEN MOUNTAIN DR
LITTLE ROCK, AR 72211
(34.766082, -92.403385)","2018-01-24","Jan",2018,"Wed",14
"17955","01-29-2018 10:45:00 PM","2018-012174","61","23C","SHOPLIFTING","8415 W MARKHAM ST","LITTLE ROCK","AR",72205,34.753144,-92.367465,"8415 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.753144, -92.367465)","2018-01-29","Jan",2018,"Mon",22
"17956","01-27-2018 11:18:00 PM","2018-011383","93","23C","SHOPLIFTING","10501 STAGECOACH RD","LITTLE ROCK","AR",72210,34.681575,-92.404756,"10501 STAGECOACH RD
LITTLE ROCK, AR 72210
(34.681575, -92.404756)","2018-01-27","Jan",2018,"Sat",23
"17957","01-23-2018 11:40:00 AM","2018-009403","61","23D","THEFT FROM BUILDING","516 S RODNEY PARHAM RD","LITTLE ROCK","AR",72205,34.749241,-92.363334,"516 S RODNEY PARHAM RD
LITTLE ROCK, AR 72205
(34.749241, -92.363334)","2018-01-23","Jan",2018,"Tue",11
"17960","01-18-2018 06:13:00 PM","2018-007381","42","23D","THEFT FROM BUILDING","3012 RICHLAND DR","LITTLE ROCK","AR",72206,34.717564,-92.198199,"3012 RICHLAND DR
LITTLE ROCK, AR 72206
(34.717564, -92.198199)","2018-01-18","Jan",2018,"Thu",18
"17961","02-01-2018 08:00:00 AM","2018-013349","80","220","BURGLARY/B&E","36 ALLYSON CT","LITTLE ROCK","AR",72209,34.694129,-92.33101,"36 ALLYSON CT
LITTLE ROCK, AR 72209
(34.694129, -92.33101)","2018-02-01","Feb",2018,"Thu",8
"17962","02-01-2018 04:38:00 PM","2018-013347","62","23C","SHOPLIFTING","6420 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.718123,-92.348512,"6420 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.718123, -92.348512)","2018-02-01","Feb",2018,"Thu",16
"17964","01-31-2018 05:27:00 PM","2018-012920","81","23C","SHOPLIFTING","8717 GEYER SPRINGS RD","LITTLE ROCK","AR",72209,34.67039,-92.344271,"8717 GEYER SPRINGS RD
LITTLE ROCK, AR 72209
(34.67039, -92.344271)","2018-01-31","Jan",2018,"Wed",17
"17965","01-24-2018 11:26:00 PM","2018-010152","93","23C","SHOPLIFTING","11700 INTERSTATE 30","LITTLE ROCK","AR",72210,34.657516,-92.407639,"11700 INTERSTATE 30
LITTLE ROCK, AR 72210
(34.657516, -92.407639)","2018-01-24","Jan",2018,"Wed",23
"17968","01-28-2018 12:55:00 AM","2018-011422","64","13A","AGGRAVATED ASSAULT","4101 LUDWIG ST","LITTLE ROCK","AR",72204,34.716104,-92.373956,"4101 LUDWIG ST
LITTLE ROCK, AR 72204
(34.716104, -92.373956)","2018-01-28","Jan",2018,"Sun",0
"17969","01-29-2018 12:20:00 PM","2018-011946","90","13A","AGGRAVATED ASSAULT","13420 DAVID O DODD RD","LITTLE ROCK","AR",72210,34.707652,-92.413059,"13420 DAVID O DODD RD
LITTLE ROCK, AR 72210
(34.707652, -92.413059)","2018-01-29","Jan",2018,"Mon",12
"17976","01-17-2018 02:00:00 PM","2018-006843","40","23D","THEFT FROM BUILDING","425 W CAPITOL AVE","LITTLE ROCK","AR",72201,34.744816,-92.275879,"425 W CAPITOL AVE
LITTLE ROCK, AR 72201
(34.744816, -92.275879)","2018-01-17","Jan",2018,"Wed",14
"17978","01-26-2018 08:00:00 AM","2018-010821","81","220","BURGLARY/B&E","17 ALTHEA CIR","LITTLE ROCK","AR",72209,34.674996,-92.356496,"17 ALTHEA CIR
LITTLE ROCK, AR 72209
(34.674996, -92.356496)","2018-01-26","Jan",2018,"Fri",8
"17979","01-08-2018 11:00:00 AM","2018-011870","64","23G","THEFT OF MOTOR VEHICLE PARTS","8800 COLONEL GLENN RD","LITTLE ROCK","AR",72204,34.710503,-92.373268,"8800 COLONEL GLENN RD
LITTLE ROCK, AR 72204
(34.710503, -92.373268)","2018-01-08","Jan",2018,"Mon",11
"17984","01-22-2018 12:52:00 PM","2018-008950","93","23D","THEFT FROM BUILDING","19 FALCON CT","LITTLE ROCK","AR",72210,34.680581,-92.431116,"19 FALCON CT
LITTLE ROCK, AR 72210
(34.680581, -92.431116)","2018-01-22","Jan",2018,"Mon",12
"17985","01-30-2018 08:00:00 PM","2018-012705","93","23F","THEFT FROM MOTOR VEHICLE","22 SILVERLEAF CT","LITTLE ROCK","AR",72210,34.677898,-92.415933,"22 SILVERLEAF CT
LITTLE ROCK, AR 72210
(34.677898, -92.415933)","2018-01-30","Jan",2018,"Tue",20
"17987","01-22-2018 10:10:00 PM","2018-009243","81","23F","THEFT FROM MOTOR VEHICLE","6600 LANCASTER RD","LITTLE ROCK","AR",72209,34.689018,-92.33416,"6600 LANCASTER RD
LITTLE ROCK, AR 72209
(34.689018, -92.33416)","2018-01-22","Jan",2018,"Mon",22
"17988","01-30-2018 06:50:00 PM","2018-012521","93","23C","SHOPLIFTING","10501 STAGECOACH RD","LITTLE ROCK","AR",72210,34.681575,-92.404756,"10501 STAGECOACH RD
LITTLE ROCK, AR 72210
(34.681575, -92.404756)","2018-01-30","Jan",2018,"Tue",18
"17995","01-24-2018 06:20:00 PM","2018-010040","64","23C","SHOPLIFTING","11400 W MARKHAM ST","LITTLE ROCK","AR",72211,34.753987,-92.401936,"11400 W MARKHAM ST
LITTLE ROCK, AR 72211
(34.753987, -92.401936)","2018-01-24","Jan",2018,"Wed",18
"17998","01-20-2018 02:00:00 PM","2018-008643","64","23D","THEFT FROM BUILDING","1670 JOHN BARROW RD","LITTLE ROCK","AR",72204,34.737454,-92.372412,"1670 JOHN BARROW RD
LITTLE ROCK, AR 72204
(34.737454, -92.372412)","2018-01-20","Jan",2018,"Sat",14
"18002","01-17-2018 04:30:00 PM","2018-007334","40","23D","THEFT FROM BUILDING","824 S SPRING ST","LITTLE ROCK","AR",72201,34.740747,-92.275436,"824 S SPRING ST
LITTLE ROCK, AR 72201
(34.740747, -92.275436)","2018-01-17","Jan",2018,"Wed",16
"18006","01-26-2018 06:00:00 PM","2018-011567","93","220","BURGLARY/B&E","104 BENTLEY CIR","LITTLE ROCK","AR",72210,34.662203,-92.42953,"104 BENTLEY CIR
LITTLE ROCK, AR 72210
(34.662203, -92.42953)","2018-01-26","Jan",2018,"Fri",18
"18009","01-24-2018 07:15:00 AM","2018-009757","60","240","MOTOR VEHICLE THEFT","8308 CANTRELL RD","LITTLE ROCK","AR",72227,34.777332,-92.368419,"8308 CANTRELL RD
LITTLE ROCK, AR 72227
(34.777332, -92.368419)","2018-01-24","Jan",2018,"Wed",7
"18014","01-22-2018 05:30:00 PM","2018-009583","70","23F","THEFT FROM MOTOR VEHICLE","4710 SAM PECK RD","LITTLE ROCK","AR",72223,34.795679,-92.4149,"4710 SAM PECK RD
LITTLE ROCK, AR 72223
(34.795679, -92.4149)","2018-01-22","Jan",2018,"Mon",17
"18015","01-25-2018 09:00:00 PM","2018-010837","70","23F","THEFT FROM MOTOR VEHICLE","11712 PLEASANT RIDGE DR","LITTLE ROCK","AR",72223,34.796135,-92.407639,"11712 PLEASANT RIDGE DR
LITTLE ROCK, AR 72223
(34.796135, -92.407639)","2018-01-25","Jan",2018,"Thu",21
"18016","01-20-2018 02:20:00 PM","2018-008129","71","23C","SHOPLIFTING","12700 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754475,-92.415771,"12700 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754475, -92.415771)","2018-01-20","Jan",2018,"Sat",14
"18017","01-31-2018 09:54:00 AM","2018-012725","90","220","BURGLARY/B&E","5900 S UNIVERSITY AVE","LITTLE ROCK","AR",72209,34.696156,-92.346186,"5900 S UNIVERSITY AVE
LITTLE ROCK, AR 72209
(34.696156, -92.346186)","2018-01-31","Jan",2018,"Wed",9
"18018","01-13-2018 11:34:00 AM","2018-005968","64","23H","ALL OTHER LARCENY","5 EXECUTIVE CENTER","LITTLE ROCK","AR",72211,NA,NA,"5 EXECUTIVE CENTER
LITTLE ROCK, AR 72211","2018-01-13","Jan",2018,"Sat",11
"18019","01-25-2018 02:00:00 PM","2018-012748","93","23D","THEFT FROM BUILDING","12400 INTERSTATE 30","LITTLE ROCK","AR",72209,34.648177,-92.419876,"12400 INTERSTATE 30
LITTLE ROCK, AR 72209
(34.648177, -92.419876)","2018-01-25","Jan",2018,"Thu",14
"18025","01-21-2018 07:00:00 PM","2018-009448","72","220","BURGLARY/B&E","20201 CANTRELL RD","LITTLE ROCK","AR",72223,34.811642,-92.492809,"20201 CANTRELL RD
LITTLE ROCK, AR 72223
(34.811642, -92.492809)","2018-01-21","Jan",2018,"Sun",19
"18029","01-31-2018 03:27:00 PM","2018-012865","51","23H","ALL OTHER LARCENY","603 S PULASKI ST","LITTLE ROCK","AR",72201,34.74498,-92.285592,"603 S PULASKI ST
LITTLE ROCK, AR 72201
(34.74498, -92.285592)","2018-01-31","Jan",2018,"Wed",15
"18031","01-31-2018 05:00:00 AM","2018-012939","90","23G","THEFT OF MOTOR VEHICLE PARTS","7909 EDWINA DR","LITTLE ROCK","AR",72209,34.678779,-92.36741,"7909 EDWINA DR
LITTLE ROCK, AR 72209
(34.678779, -92.36741)","2018-01-31","Jan",2018,"Wed",5
"18032","02-02-2018 11:22:00 AM","2018-013663","54","23H","ALL OTHER LARCENY","5023 W 30TH ST","LITTLE ROCK","AR",72204,34.724651,-92.330757,"5023 W 30TH ST
LITTLE ROCK, AR 72204
(34.724651, -92.330757)","2018-02-02","Feb",2018,"Fri",11
"18036","02-04-2018 01:00:00 AM","2018-014882","81","23H","ALL OTHER LARCENY","4324 ASHER","LITTLE ROCK","AR",72209,34.723934,-92.323044,"4324 ASHER
LITTLE ROCK, AR 72209
(34.723934, -92.323044)","2018-02-04","Feb",2018,"Sun",1
"18038","01-28-2018 05:11:00 PM","2018-011632","71","23D","THEFT FROM BUILDING","700 S BOWMAN RD","LITTLE ROCK","AR",72211,34.748653,-92.40712,"700 S BOWMAN RD
LITTLE ROCK, AR 72211
(34.748653, -92.40712)","2018-01-28","Jan",2018,"Sun",17
"18040","01-18-2018 07:31:00 PM","2018-007392","53","23C","SHOPLIFTING","3124 W ROOSEVELT RD","LITTLE ROCK","AR",72204,34.725522,-92.309032,"3124 W ROOSEVELT RD
LITTLE ROCK, AR 72204
(34.725522, -92.309032)","2018-01-18","Jan",2018,"Thu",19
"18042","01-24-2018 01:30:00 AM","2018-009707","52","23F","THEFT FROM MOTOR VEHICLE","2406 S IZARD ST","LITTLE ROCK","AR",72206,34.725589,-92.283655,"2406 S IZARD ST
LITTLE ROCK, AR 72206
(34.725589, -92.283655)","2018-01-24","Jan",2018,"Wed",1
"18046","01-24-2018 07:30:00 PM","2018-010106","52","23F","THEFT FROM MOTOR VEHICLE","3309 S BATTERY ST","LITTLE ROCK","AR",72206,34.716129,-92.294936,"3309 S BATTERY ST
LITTLE ROCK, AR 72206
(34.716129, -92.294936)","2018-01-24","Jan",2018,"Wed",19
"18052","02-01-2018 12:00:00 PM","2018-013242","70","23C","SHOPLIFTING","14000 CANTRELL RD","LITTLE ROCK","AR",72223,34.801964,-92.42775,"14000 CANTRELL RD
LITTLE ROCK, AR 72223
(34.801964, -92.42775)","2018-02-01","Feb",2018,"Thu",12
"18055","01-20-2018 07:35:00 AM","2018-008131","50","23D","THEFT FROM BUILDING","614 BEECHWOOD ST","LITTLE ROCK","AR",72205,34.757112,-92.324195,"614 BEECHWOOD ST
LITTLE ROCK, AR 72205
(34.757112, -92.324195)","2018-01-20","Jan",2018,"Sat",7
"18056","01-29-2018 03:30:00 AM","2018-011953","72","23F","THEFT FROM MOTOR VEHICLE","42 COBBLESTONE WAY","LITTLE ROCK","AR",72223,NA,NA,"42 COBBLESTONE WAY
LITTLE ROCK, AR 72223","2018-01-29","Jan",2018,"Mon",3
"18057","01-21-2018 09:30:00 AM","2018-008442","41","23C","SHOPLIFTING","2514 BROADWAY ST","LITTLE ROCK","AR",72206,34.723811,-92.2789,"2514 BROADWAY ST
LITTLE ROCK, AR 72206
(34.723811, -92.2789)","2018-01-21","Jan",2018,"Sun",9
"18058","01-24-2018 12:28:00 PM","2018-009878","64","23C","SHOPLIFTING","2616 S SHACKLEFORD RD","LITTLE ROCK","AR",72205,34.732324,-92.39473,"2616 S SHACKLEFORD RD
LITTLE ROCK, AR 72205
(34.732324, -92.39473)","2018-01-24","Jan",2018,"Wed",12
"18060","01-25-2018 12:05:00 AM","2018-010161","93","120","ROBBERY","8822 STAGECOACH RD","LITTLE ROCK","AR",72210,34.67157,-92.417907,"8822 STAGECOACH RD
LITTLE ROCK, AR 72210
(34.67157, -92.417907)","2018-01-25","Jan",2018,"Thu",0
"18061","02-01-2018 07:15:00 PM","2018-013411","50","23C","SHOPLIFTING","5012 KAVANAUGH BLVD","LITTLE ROCK","AR",72207,34.769689,-92.329912,"5012 KAVANAUGH BLVD
LITTLE ROCK, AR 72207
(34.769689, -92.329912)","2018-02-01","Feb",2018,"Thu",19
"18063","01-27-2018 08:00:00 AM","2018-012040","93","240","MOTOR VEHICLE THEFT","13600 OTTER CREEK PKWY","LITTLE ROCK","AR",72210,34.658421,-92.428963,"13600 OTTER CREEK PKWY
LITTLE ROCK, AR 72210
(34.658421, -92.428963)","2018-01-27","Jan",2018,"Sat",8
"18066","01-30-2018 09:35:00 AM","2018-012298","41","23C","SHOPLIFTING","2415 BROADWAY ST","LITTLE ROCK","AR",72206,34.724941,-92.278825,"2415 BROADWAY ST
LITTLE ROCK, AR 72206
(34.724941, -92.278825)","2018-01-30","Jan",2018,"Tue",9
"18069","01-26-2018 12:00:00 AM","2018-012254","90","23H","ALL OTHER LARCENY","11453 DAVID O DODD RD","LITTLE ROCK","AR",72204,34.696201,-92.402436,"11453 DAVID O DODD RD
LITTLE ROCK, AR 72204
(34.696201, -92.402436)","2018-01-26","Jan",2018,"Fri",0
"18073","01-22-2018 07:00:00 AM","2018-009308","53","220","BURGLARY/B&E","1404 S WOODROW ST","LITTLE ROCK","AR",72204,34.737972,-92.305824,"1404 S WOODROW ST
LITTLE ROCK, AR 72204
(34.737972, -92.305824)","2018-01-22","Jan",2018,"Mon",7
"18078","01-29-2018 12:50:00 AM","2018-011766","43","09A","MURDER & NONNEGLIGENT MANSLAUGHTER","1100 E ROOSEVELT RD","LITTLE ROCK","AR",72206,34.723488,-92.260101,"1100 E ROOSEVELT RD
LITTLE ROCK, AR 72206
(34.723488, -92.260101)","2018-01-29","Jan",2018,"Mon",0
"18079","01-27-2018 11:30:00 AM","2018-011172","93","13A","AGGRAVATED ASSAULT","8900 STAGECOACH RD","LITTLE ROCK","AR",72205,34.745439,-92.381804,"8900 STAGECOACH RD
LITTLE ROCK, AR 72205
(34.745439, -92.381804)","2018-01-27","Jan",2018,"Sat",11
"18082","01-27-2018 01:35:00 PM","2018-011205","52","13A","AGGRAVATED ASSAULT","1616 W 24TH ST","LITTLE ROCK","AR",72206,34.726194,-92.291564,"1616 W 24TH ST
LITTLE ROCK, AR 72206
(34.726194, -92.291564)","2018-01-27","Jan",2018,"Sat",13
"18083","01-27-2018 01:35:00 PM","2018-011205","52","13A","AGGRAVATED ASSAULT","1616 W 24TH ST","LITTLE ROCK","AR",72206,34.726194,-92.291564,"1616 W 24TH ST
LITTLE ROCK, AR 72206
(34.726194, -92.291564)","2018-01-27","Jan",2018,"Sat",13
"18084","01-27-2018 01:35:00 PM","2018-011205","52","13A","AGGRAVATED ASSAULT","1616 W 24TH ST","LITTLE ROCK","AR",72206,34.726194,-92.291564,"1616 W 24TH ST
LITTLE ROCK, AR 72206
(34.726194, -92.291564)","2018-01-27","Jan",2018,"Sat",13
"18085","01-27-2018 01:35:00 PM","2018-011205","52","13A","AGGRAVATED ASSAULT","1616 W 24TH ST","LITTLE ROCK","AR",72206,34.726194,-92.291564,"1616 W 24TH ST
LITTLE ROCK, AR 72206
(34.726194, -92.291564)","2018-01-27","Jan",2018,"Sat",13
"18089","01-18-2018 05:26:00 AM","2018-007078","54","220","BURGLARY/B&E","5322 ASHER","LITTLE ROCK","AR",72204,34.719589,-92.333801,"5322 ASHER
LITTLE ROCK, AR 72204
(34.719589, -92.333801)","2018-01-18","Jan",2018,"Thu",5
"18090","01-19-2018 02:50:00 AM","2018-007525","91","23D","THEFT FROM BUILDING","8500 SHILOH DR","LITTLE ROCK","AR",72103,34.651224,-92.373442,"8500 SHILOH DR
LITTLE ROCK, AR 72103
(34.651224, -92.373442)","2018-01-19","Jan",2018,"Fri",2
"18092","01-26-2018 12:20:00 PM","2018-010860","42","240","MOTOR VEHICLE THEFT","8900 FOURCHE DAM PIKE","LITTLE ROCK","AR",72206,34.71339,-92.189529,"8900 FOURCHE DAM PIKE
LITTLE ROCK, AR 72206
(34.71339, -92.189529)","2018-01-26","Jan",2018,"Fri",12
"18094","01-22-2018 04:00:00 PM","2018-009984","64","23D","THEFT FROM BUILDING","2123 LABETTE MANOR DR","LITTLE ROCK","AR",72205,34.73339,-92.375578,"2123 LABETTE MANOR DR
LITTLE ROCK, AR 72205
(34.73339, -92.375578)","2018-01-22","Jan",2018,"Mon",16
"18097","02-01-2018 05:06:00 AM","2018-013130","54","220","BURGLARY/B&E","4401 W 12TH ST","LITTLE ROCK","AR",72204,34.740767,-92.323659,"4401 W 12TH ST
LITTLE ROCK, AR 72204
(34.740767, -92.323659)","2018-02-01","Feb",2018,"Thu",5
"18100","01-26-2018 07:40:00 PM","2018-010929","91","13A","AGGRAVATED ASSAULT","9300 MABELVALE CTF","LITTLE ROCK","AR",72103,34.746481,-92.289595,"9300 MABELVALE CTF
LITTLE ROCK, AR 72103
(34.746481, -92.289595)","2018-01-26","Jan",2018,"Fri",19
"18102","01-24-2018 07:00:00 PM","2018-012806","53","240","MOTOR VEHICLE THEFT","3720 W 17TH ST","LITTLE ROCK","AR",72204,34.735853,-92.315714,"3720 W 17TH ST
LITTLE ROCK, AR 72204
(34.735853, -92.315714)","2018-01-24","Jan",2018,"Wed",19
"18103","02-01-2018 03:08:00 PM","2018-013311","71","23C","SHOPLIFTING","13909 CHENAL PKWY","LITTLE ROCK","AR",72211,34.754105,-92.428786,"13909 CHENAL PKWY
LITTLE ROCK, AR 72211
(34.754105, -92.428786)","2018-02-01","Feb",2018,"Thu",15
"18104","01-22-2018 01:00:00 AM","2018-009803","53","23G","THEFT OF MOTOR VEHICLE PARTS","100 DENNISON ST","LITTLE ROCK","AR",72205,34.750706,-92.298683,"100 DENNISON ST
LITTLE ROCK, AR 72205
(34.750706, -92.298683)","2018-01-22","Jan",2018,"Mon",1
"18106","02-03-2018 08:41:00 AM","2018-014019","50","220","BURGLARY/B&E","5300 SHERWOOD RD","LITTLE ROCK","AR",72207,34.764988,-92.332433,"5300 SHERWOOD RD
LITTLE ROCK, AR 72207
(34.764988, -92.332433)","2018-02-03","Feb",2018,"Sat",8
"18110","02-01-2018 06:00:00 AM","2018-013139","40","220","BURGLARY/B&E","412 S LOUISIANA ST","LITTLE ROCK","AR",72201,34.744844,-92.2722,"412 S LOUISIANA ST
LITTLE ROCK, AR 72201
(34.744844, -92.2722)","2018-02-01","Feb",2018,"Thu",6
"18111","01-24-2018 12:45:00 PM","2018-009937","51","23G","THEFT OF MOTOR VEHICLE PARTS","1 CHILDRENS WAY","LITTLE ROCK","AR",72202,34.74345,-92.289935,"1 CHILDRENS WAY
LITTLE ROCK, AR 72202
(34.74345, -92.289935)","2018-01-24","Jan",2018,"Wed",12
"18112","01-21-2018 02:00:00 PM","2018-008897","50","23D","THEFT FROM BUILDING","1900 N POLK ST","LITTLE ROCK","AR",72207,34.769169,-92.334717,"1900 N POLK ST
LITTLE ROCK, AR 72207
(34.769169, -92.334717)","2018-01-21","Jan",2018,"Sun",14
"18113","01-17-2018 12:00:00 PM","2018-008865","72","23H","ALL OTHER LARCENY","19213 DENNY RD","LITTLE ROCK","AR",72223,34.763789,-92.473992,"19213 DENNY RD
LITTLE ROCK, AR 72223
(34.763789, -92.473992)","2018-01-17","Jan",2018,"Wed",12
"18114","02-02-2018 11:15:00 PM","2018-013916","93","220","BURGLARY/B&E","7 PAR DR","LITTLE ROCK","AR",72210,34.672562,-92.429127,"7 PAR DR
LITTLE ROCK, AR 72210
(34.672562, -92.429127)","2018-02-02","Feb",2018,"Fri",23
"18116","01-12-2018 07:00:00 PM","2018-005035","92","23D","THEFT FROM BUILDING","10402 MABELVALE","LITTLE ROCK","AR",72209,34.657164,-92.388145,"10402 MABELVALE
LITTLE ROCK, AR 72209
(34.657164, -92.388145)","2018-01-12","Jan",2018,"Fri",19
"18118","01-08-2018 10:30:00 PM","2018-003294","42","11A","RAPE","","","",NA,NA,NA,"","2018-01-08","Jan",2018,"Mon",22
"18120","01-22-2018 08:30:00 PM","2018-009354","72","23D","THEFT FROM BUILDING","5507 RANCH DR","LITTLE ROCK","AR",72223,34.804775,-92.460304,"5507 RANCH DR
LITTLE ROCK, AR 72223
(34.804775, -92.460304)","2018-01-22","Jan",2018,"Mon",20
"18124","01-19-2018 01:00:00 AM","2018-008856","63","23F","THEFT FROM MOTOR VEHICLE","211 NATURAL RESOURCE DR","LITTLE ROCK","AR",72205,34.755796,-92.388991,"211 NATURAL RESOURCE DR
LITTLE ROCK, AR 72205
(34.755796, -92.388991)","2018-01-19","Jan",2018,"Fri",1
"18125","01-27-2018 12:45:00 AM","2018-011039","54","13A","AGGRAVATED ASSAULT","4913 PRINCETON DR","LITTLE ROCK","AR",72204,34.736301,-92.329048,"4913 PRINCETON DR
LITTLE ROCK, AR 72204
(34.736301, -92.329048)","2018-01-27","Jan",2018,"Sat",0
"18128","01-21-2018 01:00:00 AM","2018-008539","53","23D","THEFT FROM BUILDING","2000 S VALENTINE ST","LITTLE ROCK","AR",72204,34.733021,-92.313858,"2000 S VALENTINE ST
LITTLE ROCK, AR 72204
(34.733021, -92.313858)","2018-01-21","Jan",2018,"Sun",1
"18130","02-01-2018 03:30:00 PM","2018-013593","70","23H","ALL OTHER LARCENY","501 N SHACKLEFORD RD","LITTLE ROCK","AR",72211,34.758932,-92.394014,"501 N SHACKLEFORD RD
LITTLE ROCK, AR 72211
(34.758932, -92.394014)","2018-02-01","Feb",2018,"Thu",15
"18131","01-25-2018 10:38:00 AM","2018-010298","70","23C","SHOPLIFTING","11525 CANTRELL RD","LITTLE ROCK","AR",72212,34.794647,-92.400993,"11525 CANTRELL RD
LITTLE ROCK, AR 72212
(34.794647, -92.400993)","2018-01-25","Jan",2018,"Thu",10
"18132","01-21-2018 04:00:00 PM","2018-009064","70","23F","THEFT FROM MOTOR VEHICLE","1111 WILD TURKEY CT","LITTLE ROCK","AR",72211,34.763465,-92.401655,"1111 WILD TURKEY CT
LITTLE ROCK, AR 72211
(34.763465, -92.401655)","2018-01-21","Jan",2018,"Sun",16
"18137","01-24-2018 11:30:00 PM","2018-010229","52","23F","THEFT FROM MOTOR VEHICLE","2000 S BROADWAY ST","LITTLE ROCK","AR",72206,34.729454,-92.278962,"2000 S BROADWAY ST
LITTLE ROCK, AR 72206
(34.729454, -92.278962)","2018-01-24","Jan",2018,"Wed",23
"18138","01-24-2018 04:33:00 PM","2018-010006","43","23C","SHOPLIFTING","4748 SPRINGER BLVD","LITTLE ROCK","AR",72206,34.705474,-92.24674,"4748 SPRINGER BLVD
LITTLE ROCK, AR 72206
(34.705474, -92.24674)","2018-01-24","Jan",2018,"Wed",16
"18139","01-28-2018 12:50:00 AM","2018-011418","54","13A","AGGRAVATED ASSAULT","4301 W MARKHAM ST","LITTLE ROCK","AR",72205,34.751564,-92.320679,"4301 W MARKHAM ST
LITTLE ROCK, AR 72205
(34.751564, -92.320679)","2018-01-28","Jan",2018,"Sun",0
"18141","01-26-2018 08:17:00 PM","2018-012096","82","23H","ALL OTHER LARCENY","4201 BASELINE RD","LITTLE ROCK","AR",72209,34.66821,-92.324939,"4201 BASELINE RD
LITTLE ROCK, AR 72209
(34.66821, -92.324939)","2018-01-26","Jan",2018,"Fri",20
"18144","01-31-2018 03:00:00 PM","2018-012848","90","23C","SHOPLIFTING","8101 STAGECOACH RD","LITTLE ROCK","AR",72210,34.675779,-92.411696,"8101 STAGECOACH RD
LITTLE ROCK, AR 72210
(34.675779, -92.411696)","2018-01-31","Jan",2018,"Wed",15
"18145","02-01-2018 07:00:00 PM","2018-013263","93","23D","THEFT FROM BUILDING","3 SOUTHERN HILLS CIR","LITTLE ROCK","AR",72210,34.672539,-92.422777,"3 SOUTHERN HILLS CIR
LITTLE ROCK, AR 72210
(34.672539, -92.422777)","2018-02-01","Feb",2018,"Thu",19
"18146","01-31-2018 03:20:00 PM","2018-013320","40","23C","SHOPLIFTING","1510 MAIN ST","LITTLE ROCK","AR",72103,34.733982,-92.273097,"1510 MAIN ST
LITTLE ROCK, AR 72103
(34.733982, -92.273097)","2018-01-31","Jan",2018,"Wed",15
"18150","01-30-2018 12:15:00 PM","2018-012781","82","23F","THEFT FROM MOTOR VEHICLE","4316 PINE CONE DR","LITTLE ROCK","AR",72209,34.66431,-92.326749,"4316 PINE CONE DR
LITTLE ROCK, AR 72209
(34.66431, -92.326749)","2018-01-30","Jan",2018,"Tue",12
"18153","01-26-2018 12:00:00 AM","2018-011537","71","23G","THEFT OF MOTOR VEHICLE PARTS","12810 MORRISON ROAD","LITTLE ROCK","AR",72212,NA,NA,"12810 MORRISON ROAD
LITTLE ROCK, AR 72212","2018-01-26","Jan",2018,"Fri",0
"18161","01-22-2018 11:00:00 AM","2018-009525","40","23D","THEFT FROM BUILDING","224 E 7TH ST","LITTLE ROCK","AR",72201,34.741863,-92.269073,"224 E 7TH ST
LITTLE ROCK, AR 72201
(34.741863, -92.269073)","2018-01-22","Jan",2018,"Mon",11
"18163","01-23-2018 09:30:00 PM","2018-009805","81","23F","THEFT FROM MOTOR VEHICLE","3520 W 69TH ST","LITTLE ROCK","AR",72209,34.68589,-92.315439,"3520 W 69TH ST
LITTLE ROCK, AR 72209
(34.68589, -92.315439)","2018-01-23","Jan",2018,"Tue",21
"18164","01-17-2018 09:43:00 PM","2018-006998","81","11A","RAPE","","","",NA,NA,NA,"","2018-01-17","Jan",2018,"Wed",21
