"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"4621","2014-140546",72,"Theft of property Misd",2014-11-26,11,"Wednesday",-92.4686248,34.7725623,"70 CHENAL","Little Rock"," Arkansas"
"4622","2015-069301",80,"Theft of property Misd",2015-05-22,5,"Friday",-92.3348359,34.7185194,"5500 W 33RD ST","Little Rock"," Arkansas"
"4623","2014-049982",42,"Theft of property Fel",2014-05-07,5,"Wednesday",-92.2550005,34.7415086,"1401 E 6TH ST","Little Rock"," Arkansas"
"4624","2015-145745",50,"Breaking ",2015-12-23,12,"Wednesday",-92.3313926,34.7702618,"5200 KAVANAUGH","Little Rock"," Arkansas"
"4625","2015-025355",90,"Robbery ",2015-03-06,3,"Friday",-92.4093989,34.6763757,"8101 STAGECOACH RD","Little Rock"," Arkansas"
"4626","2015-036204",63,"Breaking ",2015-04-04,4,"Saturday",-92.365074,34.765645,"8200 EVERGREEN DR","Little Rock"," Arkansas"
"4627","2015-064239",60,"Theft of property Misd",2015-06-09,6,"Tuesday",-92.3433513,34.7506772,"308 S UNIVERSITY AV","Little Rock"," Arkansas"
"4628","2015-020143",50,"Theft of property Fel",2015-02-22,2,"Sunday",-92.3002408,34.75858,"1021 JESSIE RD","Little Rock"," Arkansas"
"4629","2015-103248",64,"Theft of property Misd",2015-09-08,9,"Tuesday",-92.4061188,34.7461779,"801 S BOWMAN RD","Little Rock"," Arkansas"
"4630","2015-022400",40,"Breaking ",2015-03-01,3,"Sunday",-92.271932,34.7462761,"200 W 3RD ST","Little Rock"," Arkansas"
"4631","2015-100259",42,"Aggravated assault",2015-09-01,9,"Tuesday",-92.2620199,34.7417025,"801 E 6TH ST","Little Rock"," Arkansas"
"4632","2015-007304",64,"Breaking ",2015-01-19,1,"Monday",-92.3872439,34.7193421,"3720 TUDOR DR","Little Rock"," Arkansas"
"4633","2014-049370",54,"Theft of property Fel",2014-05-06,5,"Tuesday",-92.3389655,34.750314,"2 SAINT VINCENT","Little Rock"," Arkansas"
"4634","2015-008979",82,"Aggravated Robbery ",2015-01-24,1,"Saturday",-92.3437894,34.6664015,"11 GOURGUES LN","Little Rock"," Arkansas"
"4635","2015-140780",43,"Theft of property Misd",2015-12-11,12,"Friday",-92.2576735,34.732462,"1514 HANGER ST","Little Rock"," Arkansas"
"4636","2015-068478",82,"Theft of property Fel",2015-06-20,6,"Saturday",-92.337353,34.6692902,"5310 BASELINE RD","Little Rock"," Arkansas"
"4637","2014-058553",53,"Theft of property Misd",2014-05-27,5,"Tuesday",-92.3144788,34.7501701,"220 MAPLE ST","Little Rock"," Arkansas"
"4638","2014-058757",41,"Theft of property Fel",2014-05-28,5,"Wednesday",-92.2747923,34.7270525,"2215 S LOUISIANA ST","Little Rock"," Arkansas"
"4639","2015-112153",91,"Breaking ",2015-09-29,9,"Tuesday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"4640","2015-050057",91,"Theft of property Misd",2015-05-08,5,"Friday",-92.3574601,34.6523988,"10800 GALLAHAD DR","Little Rock"," Arkansas"
"4641","2015-105744",91,"Theft of property Fel",2015-08-31,8,"Monday",-92.3833676,34.665388,"11 MABELVALE PLAZA LN","Little Rock"," Arkansas"
"4642","2015-074801",53,"Burglary - Residential",2015-07-04,7,"Saturday",-92.3125919,34.730616,"2213 VALMAR ST","Little Rock"," Arkansas"
"4643","2015-088261",40,"Burglary Commercial",2015-08-04,8,"Tuesday",-92.2740125,34.7427028,"624 CENTER ST","Little Rock"," Arkansas"
"4644","2015-034332",71,"Breaking ",2015-03-31,3,"Tuesday",-92.410831,34.760106,"601 NAPA VALLEY DR","Little Rock"," Arkansas"
"4645","2015-013428",90,"Burglary - Residential",2015-02-04,2,"Wednesday",-92.359741,34.6924764,"78 W WINDSOR DR","Little Rock"," Arkansas"
"4646","2015-062623",60,"Aggravated assault ",2015-06-07,6,"Sunday",-92.3522536,34.7697892,"6900 CANTRELL RD","Little Rock"," Arkansas"
"4647","2015-089699",63,"Theft of property Misd",2015-08-07,8,"Friday",-92.3903875,34.7551162,"10524 W MARKHAM ST","Little Rock"," Arkansas"
"4648","2015-102278",60,"Theft of property lost mislaid ",2015-09-06,9,"Sunday",-92.3424854,34.7502885,"314 S UNIVERSITY AV","Little Rock"," Arkansas"
"4649","2014-064213",43,"Burglary Commercial",2014-06-03,6,"Tuesday",-92.2556016,34.7388615,"1415 E 9TH ST","Little Rock"," Arkansas"
"4650","2015-139581",90,"Robbery ",2015-12-08,12,"Tuesday",-92.3670561,34.6740389,"9525 INTERSTATE 30","Little Rock"," Arkansas"
"4651","2015-044830",52,"Aggravated assault",2015-04-25,4,"Saturday",-92.2911299,34.7241255,"1600 W 26TH ST","Little Rock"," Arkansas"
"4652","2015-092538",63,"Breaking ",2015-08-13,8,"Thursday",-92.3678851,34.7673522,"14 FLINTWOOD DR","Little Rock"," Arkansas"
"4653","2015-118507",71,"Theft of property Fel",2015-10-14,10,"Wednesday",-92.413872,34.759137,"500 NAPA VALLEY DR","Little Rock"," Arkansas"
"4654","2015-102347",51,"Theft of property Misd",2015-09-06,9,"Sunday",-92.2762927,34.7444885,"500 BROADWAY ST","Little Rock"," Arkansas"
"4655","2015-095261",70,"Breaking ",2015-08-20,8,"Thursday",-92.4111259,34.7933754,"12 SUMMERDALE LN","Little Rock"," Arkansas"
"4656","2015-134934",50,"Theft of property Fel",2015-11-25,11,"Wednesday",-92.3396733,34.753521,"207 N UNIVERSITY AV","Little Rock"," Arkansas"
"4657","2014-100830",81,"Theft of property Misd",2014-08-30,8,"Saturday",-92.3206409,34.6709334,"3806 BURRIS LN","Little Rock"," Arkansas"
"4658","2015-099779",62,"Theft of property Misd",2015-08-31,8,"Monday",-92.3706804,34.7112695,"8510 COLONEL GLENN RD","Little Rock"," Arkansas"
"4659","2014-094623",71,"Breaking ",2014-08-18,8,"Monday",-92.44487,34.762072,"701 WELLINGTON HILLS RD","Little Rock"," Arkansas"
"4660","2015-088707",53,"Breaking ",2015-08-04,8,"Tuesday",-92.3039443,34.7469619,"2721 W CAPITOL AV","Little Rock"," Arkansas"
"4661","2015-109408",54,"Theft of property Misd",2015-09-23,9,"Wednesday",-92.3339268,34.7414493,"5420 W 12TH ST","Little Rock"," Arkansas"
"4662","2015-132088",60,"Breaking ",2015-11-17,11,"Tuesday",-92.3585573,34.7746914,"29 WHITE OAK LN","Little Rock"," Arkansas"
"4663","2015-104829",91,"Theft of property Misd",2015-09-09,9,"Wednesday",-92.369196,34.665512,"9307 SOUTHWEST DR","Little Rock"," Arkansas"
"4664","2015-009869",64,"Theft of property Misd",2015-01-26,1,"Monday",-92.3862217,34.745361,"10001 LILE AV","Little Rock"," Arkansas"
"4665","2015-105106",50,"Breaking ",2015-09-12,9,"Saturday",-92.3367129,34.7629379,"100 N FILLMORE ST","Little Rock"," Arkansas"
"4666","2014-013547",64,"Breaking ",2014-02-05,2,"Wednesday",-92.3742085,34.7262851,"2922 LUDWIG ST","Little Rock"," Arkansas"
"4667","2015-057272",71,"Theft of property Misd",2015-05-25,5,"Monday",-92.4129976,34.7559662,"12610 CHENAL","Little Rock"," Arkansas"
"4668","2015-114731",82,"Burglary - Residential",2015-10-06,10,"Tuesday",-92.3251859,34.6644557,"4013 WOODDALE DR","Little Rock"," Arkansas"
"4669","2014-107586",82,"Theft of property Misd",2014-09-17,9,"Wednesday",-92.3243,34.6653794,"4009 WEST DR","Little Rock"," Arkansas"
"4670","2015-127607",71,"Theft of property Fel",2015-02-01,2,"Sunday",-92.4124766,34.7489661,"12500 VALLEYWOOD DR","Little Rock"," Arkansas"
"4671","2014-086975",72,"Breaking ",2014-07-31,7,"Thursday",-92.451624,34.770062,"1501 RAHLING RD","Little Rock"," Arkansas"
"4672","2015-020864",63,"Theft of property Misd",2015-02-23,2,"Monday",-92.3790674,34.7659274,"24 BRADFORD DR","Little Rock"," Arkansas"
"4673","2014-140077",71,"Theft of property Misd",2014-12-03,12,"Wednesday",-92.4103873,34.750696,"12300 CHENAL","Little Rock"," Arkansas"
"4674","2015-051891",81,"Breaking ",2015-05-12,5,"Tuesday",-92.3344507,34.6724197,"8501 DREHER LN","Little Rock"," Arkansas"
"4675","2015-118783",40,"Theft of property Misd",2015-10-15,10,"Thursday",-92.2630804,34.7392352,"721 E 9TH ST","Little Rock"," Arkansas"
"4676","2015-139335",40,"Breaking ",2015-12-06,12,"Sunday",-92.275821,34.742935,"418 W 7TH ST","Little Rock"," Arkansas"
"4677","2015-057377",91,"Breaking ",2015-05-25,5,"Monday",-92.3547782,34.6736928,"7001 AZALEA DR","Little Rock"," Arkansas"
"4678","2015-022488",91,"Theft of property Fel",2015-03-01,3,"Sunday",-92.3484279,34.654321,"6201 MABELVALE CUT OFF RD","Little Rock"," Arkansas"
"4679","2015-115498",62,"Breaking ",2015-10-08,10,"Thursday",-92.3432867,34.7168478,"6201 COLONEL GLENN RD","Little Rock"," Arkansas"
"4680","2015-114193",40,"Breaking ",2015-10-02,10,"Friday",-92.26928,34.73907,"308 E 10TH ST","Little Rock"," Arkansas"
"4681","2015-114802",72,"Theft of property Misd",2015-10-05,10,"Monday",-92.4859194,34.8090152,"19301 CANTRELL RD","Little Rock"," Arkansas"
"4682","2015-122635",63,"Theft of property Misd",2015-10-24,10,"Saturday",-92.3848718,34.7594947,"700 VINSON ST","Little Rock"," Arkansas"
"4683","2015-052731",64,"Battery 2nd degree",2015-05-14,5,"Thursday",-92.3956339,34.7280898,"2706 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4684","2014-044678",52,"Burglary - Residential",2014-04-23,4,"Wednesday",-92.2982305,34.7340801,"1720 S PARK ST","Little Rock"," Arkansas"
"4685","2015-080872",80,"Aggravated Robbery ",2015-07-18,7,"Saturday",-92.333503,34.7186829,"5400 W 33RD ST","Little Rock"," Arkansas"
"4686","2015-136645",71,"Theft of property Misd",2015-11-30,11,"Monday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4687","2015-066033",62,"Theft of property Misd",2015-06-13,6,"Saturday",-92.3483418,34.7276044,"69 LAKESHORE DR","Little Rock"," Arkansas"
"4688","2014-123017",50,"Theft of property Misd",2014-10-15,10,"Wednesday",-92.3382344,34.7523364,"5720 W MARKHAM ST","Little Rock"," Arkansas"
"4689","2015-111882",93,"Theft of property Fel",2015-09-29,9,"Tuesday",-92.4285466,34.6819653,"4 TOREY PINES DR","Little Rock"," Arkansas"
"4690","2015-096732",60,"Theft of property Misd",2015-08-24,8,"Monday",-92.347677,34.7722171,"6613 BEACON ST","Little Rock"," Arkansas"
"4691","2014-060404",64,"Theft of property Fel",2014-06-01,6,"Sunday",-92.3991134,34.7530254,"11223 W MARKHAM ST","Little Rock"," Arkansas"
"4692","2015-127489",64,"Theft of property Fel",2015-11-05,11,"Thursday",-92.399326,34.7271811,"12 CROSSINGS CT","Little Rock"," Arkansas"
"4693","2015-114196",52,"Theft of property Misd",2015-10-04,10,"Sunday",-92.2909473,34.7269583,"1603 W 23RD ST","Little Rock"," Arkansas"
"4694","2015-132470",64,"Breaking ",2015-11-18,11,"Wednesday",-92.2900176,34.7521015,"1701 CANTRELL RD","Little Rock"," Arkansas"
"4695","2015-020271",51,"Theft of property Misd",2015-02-23,2,"Monday",-92.27839,34.7407298,"900 S ARCH ST","Little Rock"," Arkansas"
"4696","2015-036213",63,"Breaking ",2015-04-04,4,"Saturday",-92.3646421,34.7681051,"8118 CHATHAM DR","Little Rock"," Arkansas"
"4697","2015-102761",93,"Theft of property Misd",2015-09-07,9,"Monday",-92.4272021,34.6576168,"10320 STAGECOACH RD","Little Rock"," Arkansas"
"4698","2015-059872",91,"Theft of property Misd",2015-05-31,5,"Sunday",-92.3446438,34.6731197,"8414 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4699","2015-066684",40,"Theft of property Misd",2015-06-13,6,"Saturday",-92.2720752,34.7477781,"225 W MARKHAM ST","Little Rock"," Arkansas"
"4700","2015-132126",53,"Aggravated assault ",2015-11-18,11,"Wednesday",-92.3170591,34.7415782,"3904 W 11TH ST","Little Rock"," Arkansas"
"4701","2015-120757",54,"Breaking ",2015-05-05,5,"Tuesday",-92.3305596,34.7217516,"5100 ASHER","Little Rock"," Arkansas"
"4702","2014-105024",81,"Theft of property Misd",2014-09-11,9,"Thursday",-92.3213734,34.6774314,"7501 INTERSTATE 30","Little Rock"," Arkansas"
"4703","2015-072160",71,"Breaking ",2015-06-28,6,"Sunday",-92.4386365,34.7577734,"15000 CHENAL","Little Rock"," Arkansas"
"4704","2015-069915",52,"Terr",2015-06-24,6,"Wednesday",-92.2826133,34.7182858,"3103 S STATE ST","Little Rock"," Arkansas"
"4705","2015-120361",71,"Theft of property Misd",2015-10-19,10,"Monday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4706","2015-138152",40,"Theft of property Misd",2015-12-02,12,"Wednesday",-92.2682961,34.7440976,"310 E CAPITOL AV","Little Rock"," Arkansas"
"4707","2015-083361",82,"Theft of property Misd",2015-07-23,7,"Thursday",-92.3523307,34.667068,"6401 BASELINE RD","Little Rock"," Arkansas"
"4708","2015-043031",60,"Breaking ",2015-04-21,4,"Tuesday",-92.3410623,34.7521441,"101 S UNIVERSITY","Little Rock"," Arkansas"
"4709","2015-016979",91,"Theft of property Misd",2015-02-12,2,"Thursday",-92.3582665,34.6470864,"1 TOMBSTONE CT","Little Rock"," Arkansas"
"4710","2015-074154",40,"Theft of property Misd",2015-07-03,7,"Friday",-92.2710977,34.7608552,"400 W 8TH ST","Little Rock"," Arkansas"
"4711","2014-024340",54,"Breaking ",2014-03-06,3,"Thursday",-92.3194276,34.73642,"1600 S ELM ST","Little Rock"," Arkansas"
"4712","2015-121000",53,"Theft of property Misd",2015-10-21,10,"Wednesday",-92.313391,34.724814,"3601 W ROOSEVELT RD","Little Rock"," Arkansas"
"4713","2015-074492",61,"Breaking ",2015-07-04,7,"Saturday",-92.3459992,34.7326451,"20 HOLLY HILL RD","Little Rock"," Arkansas"
"4714","2014-003515",60,"Breaking ",2014-01-08,1,"Wednesday",-92.3491036,34.7467865,"6701 BLUEBIRD DR","Little Rock"," Arkansas"
"4715","2015-141286",64,"Breaking ",2015-12-12,12,"Saturday",-92.3980066,34.7574907,"11123 BEVERLY HILLS DR","Little Rock"," Arkansas"
"4716","2015-117796",71,"Theft of property Misd",2015-10-12,10,"Monday",-92.4285533,34.7649327,"13920 NAPOLEON RD","Little Rock"," Arkansas"
"4717","2015-134875",61,"Theft of property Misd",2015-11-20,11,"Friday",-92.3638679,34.7488894,"516 S RODNEY PARHAM RD","Little Rock"," Arkansas"
"4718","2015-010849",82,"Theft of property Misd",2015-01-27,1,"Tuesday",-92.330001,34.6649256,"9210 MALABRI DR","Little Rock"," Arkansas"
"4719","2015-121420",63,"Burglary - Residential",2015-10-22,10,"Thursday",-92.3806731,34.76187,"9700 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"4720","2014-056622",40,"Theft of property Fel",2014-05-23,5,"Friday",-92.2686892,34.7438233,"500 CUMBERLAND ST","Little Rock"," Arkansas"
"4721","2014-031726",54,"Breaking ",2014-03-24,3,"Monday",-92.3282675,34.7347202,"1817 S MONROE ST","Little Rock"," Arkansas"
"4722","2015-083557",61,"Breaking ",2015-07-22,7,"Wednesday",-92.3656331,34.7338697,"2106 SCOTTY CT","Little Rock"," Arkansas"
"4723","2015-058067",43,"Theft of property Misd",2015-05-25,5,"Monday",-92.2576735,34.7325915,"1508 HANGER ST","Little Rock"," Arkansas"
"4724","2014-088689",63,"Burglary - Residential",2014-08-02,8,"Saturday",-92.389282,34.763554,"1001 BRECKENRIDGE DR","Little Rock"," Arkansas"
"4725","2015-034663",61,"Theft of property Misd",2015-04-01,4,"Wednesday",-92.3682635,34.7520093,"8415 W MARKHAM ST","Little Rock"," Arkansas"
"4726","2015-110397",82,"Breaking ",2015-09-25,9,"Friday",-92.3430929,34.6633303,"9417 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4727","2015-107210",81,"Theft of property Misd",2015-09-17,9,"Thursday",-92.345278,34.6704422,"8824 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4728","2015-085001",64,"Theft of property Fel",2015-07-24,7,"Friday",-92.3806872,34.728921,"2610 DAISY CV","Little Rock"," Arkansas"
"4729","2015-051740",53,"Burglary - Residential",2015-05-12,5,"Tuesday",-92.3025423,34.7469438,"2607 W CAPITOL AV","Little Rock"," Arkansas"
"4730","2015-027011",80,"Robbery ",2015-03-13,3,"Friday",-92.3773481,34.6757614,"4815 MABELVALE","Little Rock"," Arkansas"
"4731","2015-115639",71,"Robbery ",2015-10-08,10,"Thursday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4732","2015-000249",81,"Burglary - Residential",2015-01-01,1,"Thursday",-92.3392475,34.6740338,"8302 KEATS DR","Little Rock"," Arkansas"
"4733","2015-032747",53,"Theft of property Misd",2015-03-27,3,"Friday",-92.3177523,34.72849,"2500 S PINE ST","Little Rock"," Arkansas"
"4734","2015-017383",91,"Theft of property Misd",2015-02-14,2,"Saturday",-92.3770659,34.6675423,"8801 BASELINE RD","Little Rock"," Arkansas"
"4735","2015-052212",71,"Theft of property Misd",2015-05-13,5,"Wednesday",-92.4101162,34.7484792,"700 S BOWMAN RD","Little Rock"," Arkansas"
"4736","2014-017839",51,"Theft of property Misd",2014-02-16,2,"Sunday",-92.2925681,34.740808,"1 CHILDRENS","Little Rock"," Arkansas"
"4737","2015-043695",61,"Breaking ",2015-04-23,4,"Thursday",-92.3509722,34.738856,"1501 WESTPARK DR","Little Rock"," Arkansas"
"4738","2014-030646",81,"Theft of property Misd",2014-03-21,3,"Friday",-92.343081,34.6814084,"7515 GEYER SPRINGS RD","Little Rock"," Arkansas"
"4739","2015-076481",61,"Theft of property Fel",2015-07-08,7,"Wednesday",-92.3499593,34.7322749,"69 BELMONT DR","Little Rock"," Arkansas"
"4740","2015-005322",61,"Theft of property Fel",2015-01-14,1,"Wednesday",-92.3647944,34.7310117,"4 CLOIE","Little Rock"," Arkansas"
"4741","2015-136732",81,"Burglary - Residential",2015-11-30,11,"Monday",-92.3429852,34.6738328,"5902 CARLYLE DR","Little Rock"," Arkansas"
"4742","2015-106065",42,"Theft of communicati",2015-09-09,9,"Wednesday",-92.2207941,34.7281907,"1 AIRPORT RD","Little Rock"," Arkansas"
"4743","2014-129680",64,"Burglary - Residential",2014-11-07,11,"Friday",-92.3731515,34.7368251,"1770 JOHN BARROW RD","Little Rock"," Arkansas"
"4744","2015-144923",63,"Theft of property Misd",2015-12-19,12,"Saturday",-92.3769657,34.7605546,"901 TOWNE OAKS DR","Little Rock"," Arkansas"
"4745","2015-076341",81,"Burglary - Residential",2015-07-07,7,"Tuesday",-92.3336994,34.6916699,"6319 LANCASTER RD","Little Rock"," Arkansas"
"4746","2015-127331",93,"Theft of property Misd",2015-11-06,11,"Friday",-92.4134282,34.6568366,"11700 INTERSTATE 30","Little Rock"," Arkansas"
"4747","2015-086143",54,"Theft of property Fel",2015-07-30,7,"Thursday",-92.3284216,34.7322575,"2112 S MONROE ST","Little Rock"," Arkansas"
"4748","2015-141349",63,"Theft of property Fel",2015-12-11,12,"Friday",-92.3778681,34.7686927,"1812 RESERVOIR RD","Little Rock"," Arkansas"
"4749","2015-088704",81,"Theft of property Fel",2015-08-04,8,"Tuesday",-92.3213734,34.6774314,"7501 INTERSTATE 30","Little Rock"," Arkansas"
"4750","2015-000074",62,"Burglary Commercial",2015-01-01,1,"Thursday",-92.3425228,34.7225804,"3208 S UNIVERSITY AV","Little Rock"," Arkansas"
"4751","2014-052386",41,"Theft of property Misd",2014-05-11,5,"Sunday",-92.2771362,34.7327488,"409 W 17TH ST","Little Rock"," Arkansas"
"4752","2015-141697",60,"Theft of property Misd",2015-12-13,12,"Sunday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"4753","2015-043647",40,"Aggravated Robbery ",2015-04-23,4,"Thursday",-92.2657792,34.7414744,"518 E 7TH ST","Little Rock"," Arkansas"
"4754","2014-048187",64,"Burglary - Residential",2014-05-03,5,"Saturday",-92.3999164,34.7574748,"11311 MARA LYNN RD","Little Rock"," Arkansas"
"4755","2014-041054",64,"Theft of property Fel",2014-04-15,4,"Tuesday",-92.3933512,34.7391067,"1601 S SHACKLEFORD RD","Little Rock"," Arkansas"
"4756","2015-053259",64,"Theft of property Misd",2015-05-15,5,"Friday",-92.3988747,34.7480473,"600 HARDIN RD","Little Rock"," Arkansas"
"4757","2015-073087",90,"Theft of property Fel",2015-06-30,6,"Tuesday",-92.4285466,34.6819653,"16 TOREY PINES DR","Little Rock"," Arkansas"
"4758","2015-025786",82,"Burglary - Residential",2015-03-10,3,"Tuesday",-92.3330445,34.6640902,"15 REGENCY","Little Rock"," Arkansas"
"4759","2014-042024",71,"Breaking ",2014-04-18,4,"Friday",-92.4067266,34.7614083,"81 WOODLORE","Little Rock"," Arkansas"
"4760","2015-089243",62,"Burglary - Residential",2015-08-06,8,"Thursday",-92.3451192,34.7228768,"20 FAIRMONT DR","Little Rock"," Arkansas"
"4761","2015-057468",62,"Breaking ",2015-05-25,5,"Monday",-92.3439293,34.7241287,"21 LAKESHORE DR","Little Rock"," Arkansas"
"4762","2015-147849",64,"Theft of property Fel",2015-12-30,12,"Wednesday",-92.3863374,34.7421228,"10001 KANIS RD","Little Rock"," Arkansas"
"4763","2015-010059",80,"Theft of property Fel",2015-01-26,1,"Monday",-92.332392,34.691659,"6320 BUTLER RD","Little Rock"," Arkansas"
"4764","2014-071591",93,"Burglary Commercial",2014-06-26,6,"Thursday",-92.4276411,34.6543706,"10816 STAGECOACH RD","Little Rock"," Arkansas"
"4765","2015-129841",64,"Aggravated Robbery ",2015-11-12,11,"Thursday",-92.3986305,34.713206,"10900 COLONEL GLENN RD","Little Rock"," Arkansas"
"4766","2015-011182",60,"Theft of property Misd",2015-01-29,1,"Thursday",-92.3437502,34.7466094,"600 S UNIVERSITY AV","Little Rock"," Arkansas"
"4767","2015-099443",71,"Domestic Battering 2nd degree",2015-08-30,8,"Sunday",-92.4201572,34.749634,"509 NIX RD","Little Rock"," Arkansas"
"4768","2014-074199",54,"Burglary - Residential",2014-07-02,7,"Wednesday",-92.3243,34.7278047,"4503 W 26TH ST","Little Rock"," Arkansas"
"4769","2014-113126",53,"Theft of property Misd",2014-09-29,9,"Monday",-92.307364,34.735868,"1614 BOOKER ST","Little Rock"," Arkansas"
"4770","2015-002986",63,"Aggravated Robbery ",2015-01-08,1,"Thursday",-92.389282,34.763554,"1001 BRECKENRIDGE DR","Little Rock"," Arkansas"
"4771","2015-139702",50,"Theft of property Misd",2015-11-27,11,"Friday",-92.2953395,34.7535007,"324 N SCHILLER ST","Little Rock"," Arkansas"
"4772","2015-029028",81,"Theft of property Fel",2015-03-19,3,"Thursday",-92.339285,34.6779411,"8219 INTERSTATE 30","Little Rock"," Arkansas"
"4773","2015-080413",93,"Breaking ",2015-07-16,7,"Thursday",-92.4361014,34.6616508,"18001 FAWN TREE DR","Little Rock"," Arkansas"
"4774","2015-059930",53,"Ars",2015-05-31,5,"Sunday",-92.314036,34.7415276,"3600 W 11TH ST","Little Rock"," Arkansas"
"4775","2015-008197",54,"Breaking ",2015-01-21,1,"Wednesday",-92.3353946,34.7394171,"1321 S TAYLOR ST","Little Rock"," Arkansas"
"4776","2014-009233",64,"Theft of property Misd",2014-01-18,1,"Saturday",-92.3863374,34.7421228,"10001 KANIS RD","Little Rock"," Arkansas"
"4777","2015-097356",80,"Theft of property Misd",2015-08-26,8,"Wednesday",-92.3464534,34.6913828,"6425 S UNIVERSITY","Little Rock"," Arkansas"
"4778","2015-005888",60,"Theft of property Misd",2015-01-16,1,"Friday",-92.363914,34.7776083,"38 FOXCROFT VILLAGE DR","Little Rock"," Arkansas"
"4779","2015-009821",81,"Theft of property Misd",2015-01-21,1,"Wednesday",-92.3503073,34.6799536,"6611 YOUNG RD","Little Rock"," Arkansas"
"4780","2014-012540",50,"Breaking ",2014-02-02,2,"Sunday",-92.3115907,34.7576021,"816 MIDLAND ST","Little Rock"," Arkansas"
"4781","2015-127909",60,"Theft of property Misd",2015-11-06,11,"Friday",-92.339714,34.7507142,"6101 SAINT VINCENT","Little Rock"," Arkansas"
"4782","2015-104860",60,"Robbery ",2015-09-12,9,"Saturday",-92.3448156,34.7493548,"420 S UNIVERSITY","Little Rock"," Arkansas"
"4783","2015-057315",70,"Burglary - Residential",2015-05-23,5,"Saturday",-92.408798,34.795822,"11800 PLEASANT RIDGE RD","Little Rock"," Arkansas"
"4784","2015-090191",72,"Breaking ",2015-08-07,8,"Friday",-92.4606759,34.7712319,"4 CHENAL WOODS DR","Little Rock"," Arkansas"
"4785","2015-070964",90,"Theft of property Misd",2015-06-26,6,"Friday",-92.3970506,34.7095757,"10801 COLONEL GLENN","Little Rock"," Arkansas"
"4786","2015-066326",72,"Theft of property Fel",2015-06-13,6,"Saturday",-92.4589331,34.7662944,"17711 CHENAL","Little Rock"," Arkansas"
"4787","2015-023640",63,"Burglary - Residential",2015-03-04,3,"Wednesday",-92.3756739,34.7564168,"9 ROSEMUNN DR","Little Rock"," Arkansas"
"4788","2015-144573",51,"Breaking ",2015-12-20,12,"Sunday",-92.295447,34.742458,"900 S SUMMIT ST","Little Rock"," Arkansas"
"4789","2015-112704",71,"Breaking ",2015-09-30,9,"Wednesday",-92.4042062,34.7706872,"1912 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"4790","2015-129667",72,"Burglary Commercial",2015-11-12,11,"Thursday",-92.4534844,34.7622336,"17200 CHENAL","Little Rock"," Arkansas"
"4791","2014-081641",53,"Theft of property Fel",2014-07-19,7,"Saturday",-92.3012893,34.7454008,"2500 W 7TH ST","Little Rock"," Arkansas"
"4792","2015-060722",52,"Theft of property Misd",2015-06-02,6,"Tuesday",-92.2936497,34.7224708,"2716 WOLFE ST","Little Rock"," Arkansas"
"4793","2015-000684",63,"Theft of property Misd",2014-12-16,12,"Tuesday",-92.3881272,34.7694799,"1420 BRECKENRIDGE DR","Little Rock"," Arkansas"
"4794","2015-111467",91,"Aggravated assault ",2015-09-28,9,"Monday",-92.3656489,34.6617802,"7809 WOODHAVEN DR","Little Rock"," Arkansas"
"4795","2015-025312",60,"Theft of property Misd",2015-03-09,3,"Monday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"4796","2015-092221",60,"Burglary - Residential",2015-08-05,8,"Wednesday",-92.3602913,34.7750912,"57 WHITE OAK LN","Little Rock"," Arkansas"
"4797","2015-063710",40,"Theft of property Misd",2015-06-06,6,"Saturday",-92.2728125,34.7468147,"215 CENTER ST","Little Rock"," Arkansas"
"4798","2015-136487",64,"Theft of property Misd",2015-11-30,11,"Monday",-92.373688,34.7213969,"3500 JOHN BARROW RD","Little Rock"," Arkansas"
"4799","2015-086884",90,"Theft of property Fel",2015-07-31,7,"Friday",-92.4089841,34.710478,"12001 COLONEL GLENN RD","Little Rock"," Arkansas"
"4800","2015-012274",71,"Aggravated assault",2015-02-01,2,"Sunday",-92.4064404,34.7540733,"11800 W MARKHAM ST","Little Rock"," Arkansas"
"4801","2015-123412",72,"Theft of property Misd",2015-09-19,9,"Saturday",-92.4403683,34.7873831,"47 LEDGELAWN DR","Little Rock"," Arkansas"
"4802","2015-006638",93,"Breaking ",2015-01-18,1,"Sunday",-92.4323948,34.66302,"60 BENTLEY","Little Rock"," Arkansas"
